ItemName	ItemURL	PriceData	Rating	RatingCount
"WD Ultrastar DC HC550 18 TB Hard Drive 3.5"" Internal 512MB SATA 7200rpm 512E SE NP3 DC HC550 0F38459"	/Ultrastar-HC550-Internal-7200rpm-0F38459/dp/B08DRZ68SS/ref=sr_1_740?dchild=1&qid=1612855668&s=pc&sr=1-740	$433.55	5.0 out of 5 stars	9
Noctua NH-U14S, Premium CPU Cooler with NF-A15 140mm Fan (Brown)	/Noctua-NH-U14S-Premium-Cooler-NF-A15/dp/B00C9FLSLY/ref=sr_1_741?dchild=1&qid=1612855668&s=pc&sr=1-741	$63.75	4.8 out of 5 stars	1,667
Sapphire 11305-01-20G Nitro+ AMD Radeon RX 6800 PCIe 4.0 Gaming Graphics Card with 16GB GDDR6	/Sapphire-11305-01-20G-Radeon-Gaming-Graphics/dp/B08NXZSPMY/ref=sr_1_742?dchild=1&qid=1612855668&s=pc&sr=1-742	$1,599.99$1,599.99	2.2 out of 5 stars	3
Kingston 250GB A2000 M.2 2280 Nvme Internal SSD PCIe Up to 2000MB/S with Full Security Suite SA2000M8/250G	/Kingston-Internal-Security-SA2000M8-250G/dp/B07VYG5HQD/ref=sr_1_743?dchild=1&qid=1612855668&s=pc&sr=1-743	$44.52	4.8 out of 5 stars	5,414
Seagate 8TB Enterprise Capacity 3.5 HDD 7200RPM SATA 6Gbps 256 MB Cache Internal Bare Drive (ST8000NM0055)	/Seagate-256MB-3-5-Inch-Enterprise-ST8000NM0055/dp/B016AG0ITU/ref=sr_1_744?dchild=1&qid=1612855668&s=pc&sr=1-744	$170.00 $279.99	4.2 out of 5 stars	161
SAMSUNG T5 Portable SSD 500GB - Up to 540MB/s - USB 3.1 External Solid State Drive, Black (MU-PA500B/AM)	/Samsung-T5-Portable-SSD-MU-PA500B/dp/B073GZBT36/ref=sr_1_745?dchild=1&qid=1612855668&s=pc&sr=1-745	$103.99 $109.99	4.8 out of 5 stars	6,215
Noctua NH-L9x65, Premium Low-Profile CPU Cooler (65mm, Brown)	/Noctua-NH-L9x65-Premium-Low-Profile-Cooler/dp/B00VB3Y89E/ref=sr_1_746?dchild=1&qid=1612855668&s=pc&sr=1-746	$49.95 $59.99	4.8 out of 5 stars	1,318
HGST - WD Ultrastar DC HC520 HDD | HUH721212ALE600 | 12TB 7.2K SATA 6Gb/s 256MB Cache 3.5-Inch Helium Data Center Internal Hard Disk Drive	/HGST-Ultrastar-HUH721212ALE600-3-5-Inch-Internal/dp/B07PF1TVND/ref=sr_1_747?dchild=1&qid=1612855668&s=pc&sr=1-747	$251.99	4.4 out of 5 stars	69
Lian Li O11DXL-1 Upright Display Card Kit (Vertical Graphics Card Holder for O11Dynamic XL) (O11DXL-1X)	/Lian-Li-O11DXL-1-Vertical-O11Dynamic/dp/B07ZB1C5DV/ref=sr_1_748?dchild=1&qid=1612855668&s=pc&sr=1-748	$55.99	4.1 out of 5 stars	52
EVGA 06G-P4-1667-KR GeForce GTX 1660 Ti SC Ultra Gaming, 6GB GDDR6, Dual Fan	/EVGA-GeForce-Ultra-Gaming-06G-P4-1667-KR/dp/B07RJGK1PW/ref=sr_1_747?dchild=1&qid=1612855671&s=pc&sr=1-747		4.7 out of 5 stars	963
A-Tech 8GB DDR3 1600MHz DIMM PC3-12800 UDIMM Non-ECC 2Rx8 Dual Rank 1.5V CL11 240-Pin Desktop Computer RAM Memory Upgrade Module	/PC3-12800-DESKTOP-240-pin-1600MHz-Genuine/dp/B00C53GEFU/ref=sr_1_748?dchild=1&qid=1612855671&s=pc&sr=1-748	$30.99	4.7 out of 5 stars	696
Cooler Master MasterBox TD500 Mesh White Airflow ATX Mid-Tower & Seagate Barracuda 2TB Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache 3.5 – Frustration Free Packaging	/Cooler-Master-MasterBox-Mid-Tower-Barracuda/dp/B08HYSTM4C/ref=sr_1_749?dchild=1&qid=1612855671&s=pc&sr=1-749	155.48	5.0 out of 5 stars	1
Silicon Power 1TB Rugged Portable External Hard Drive Armor A30, Shockproof USB 3.0 for PC, Mac, Xbox and PS4, Black	/Silicon-Power-Portable-External-Shockproof/dp/B00ESUIX4S/ref=sr_1_750?dchild=1&qid=1612855671&s=pc&sr=1-750	$47.99	4.7 out of 5 stars	5,202
NEON Digital RGB LED Strip for PC, Addressable LED Strip for 5V 3-pin ARGB LED Header, Compatible with Aura SYNC, Gigabyte RGB Fusion, MSI Mystic Light Sync, Come with 12pcs Strong Magnetic Brackets	/Addressable-Compatible-Gigabyte-Magnetic-Brackets/dp/B08DKPYZ7L/ref=sr_1_751?dchild=1&qid=1612855671&s=pc&sr=1-751	$25.96	4.3 out of 5 stars	290
Audio Video Capture Cards, HDMI to USB 2.0/USB C High Definition Full HD 1080p 30fps Record via DSLR Camcorder Action Cam for Acquisition,Live Streaming,Gaming,Teaching,Conference with Type-c Adapter	/Definition-Camcorder-Acquisition-Streaming-Conference/dp/B08C9FCF2X/ref=sr_1_752?dchild=1&qid=1612855671&s=pc&sr=1-752	$18.99	4.1 out of 5 stars	101
ASUS ROG Strix X570-I Gaming, X570 Mini-ITX Gaming Motherboard, AMD Ryzen 3000 with PCIe 4.0, WiFi 6 (802.11ax), Intel Gigabit Ethernet, SATA 6Gb/s	/ASUS-ROG-Strix-X570-I-Gaming/dp/B07Y2PZTQ5/ref=sr_1_753?dchild=1&qid=1612855671&s=pc&sr=1-753		4.5 out of 5 stars	439
Archgon Premium Aluminum External USB 3.0 UHD 4K Blu-Ray Writer Super Drive for PC and Mac	/Archgon-Premium-Aluminum-External-Apple-MacBook/dp/B07BC9F98J/ref=sr_1_754?dchild=1&qid=1612855671&s=pc&sr=1-754	$121.59	4.4 out of 5 stars	341
Crucial Ballistix 3200 MHz DDR4 DRAM Laptop Gaming Memory Kit 32GB (16GBx2) CL16 BL2K16G32C16S4B	/Crucial-Ballistix-Laptop-Gaming-BL2K16G32C16S4B/dp/B083W5ZRJ1/ref=sr_1_755?dchild=1&qid=1612855671&s=pc&sr=1-755	$159.99	4.5 out of 5 stars	1,059
Timetec Hynix IC 16GB Kit (2x8GB) DDR3 1333MHz PC3-10600 Unbuffered Non-ECC 1.5V CL9 2Rx8 Dual Rank 240 Pin UDIMM Desktop Memory Ram Module Upgrade (16GB Kit (2x8GB))	/Timetec-1333MHz-PC3-10600-Unbuffered-Non-ECC/dp/B0145S5Z8O/ref=sr_1_756?dchild=1&qid=1612855671&s=pc&sr=1-756	$59.99	4.7 out of 5 stars	2,264
Sirocco II Fan from Seekr by Caframo. 12V /24V DC. Gimbal Fan for Boat or RV. Black, One Size	/Sirocco-24V-Gimbal-Size-Black/dp/B01LDY4X36/ref=sr_1_757?dchild=1&qid=1612855671&s=pc&sr=1-757		4.4 out of 5 stars	231
ASROCK B460M-ITX/AC Supports 10th Gen Intel Core Processors (Socket 1200) Motherboard	/B460M-ITX-AC-Supports-Processors-Motherboard/dp/B0895L9KYC/ref=sr_1_758?dchild=1&qid=1612855671&s=pc&sr=1-758	$133.63	4.4 out of 5 stars	53
Arduino Mega 2560 REV3 [A000067]	/ARDUINO-MEGA-2560-REV3-A000067/dp/B0046AMGW0/ref=sr_1_761?dchild=1&qid=1612855671&s=pc&sr=1-761	$36.30 $54.95	4.8 out of 5 stars	783
Silicon Power 1TB Rugged Game Drive Portable External Hard Drive HDD A62, Compatible with PS4 Xbox One PC and Mac	/Silicon-Power-Portable-External-Compatible/dp/B08736WDW1/ref=sr_1_762?dchild=1&qid=1612855671&s=pc&sr=1-762	$48.99	4.7 out of 5 stars	661
TESmart Dual HDMI 4x2 Dual Monitor KVM Switch 2 Ports Updated 4K@60Hz, Support HDR 10, HDCP 2.2 (Black)	/TESmart-Monitor-Switch-Updated-Support/dp/B083MZSVFM/ref=sr_1_763?dchild=1&qid=1612855671&s=pc&sr=1-763		4.2 out of 5 stars	84
Gigabyte B460 HD3 (LGA1200/Intel/B460/ATX/Dual M.2/SATA 6Gb/s/USB 3.2 Gen 1/DDR4/Motherboard)	/Gigabyte-B460-HD3-LGA1200-Motherboard/dp/B08935739Z/ref=sr_1_764?dchild=1&qid=1612855671&s=pc&sr=1-764	$99.99	4.4 out of 5 stars	29
Seagate IronWolf 10TB NAS Internal Hard Drive HDD – CMR 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache for RAID Network Attached Storage (ST10000VN0008) (ST10000VNZ008/N0008)	/Seagate-IronWolf-7200RPM-Internal-3-5-Inch/dp/B07H241VK4/ref=sr_1_765?dchild=1&qid=1612855671&s=pc&sr=1-765	$286.16	4.7 out of 5 stars	449
Intel BX80662I76700K 4512 Core i7 6700K 4.00 GHz Unlocked Quad Core Sky Lake Desktop Processor, Socket LGA 1151	/Intel-Unlocked-Skylake-Processor-BX80662I76700K/dp/B012M8LXQW/ref=sr_1_766?dchild=1&qid=1612855671&s=pc&sr=1-766	$274.00	4.7 out of 5 stars	2,244
Nano V3.0, Nano Board ATmega328P 5V 16M Micro-Controller Board Compatible with Arduino IDE (Nano x 3 with USB Cable)	/LAFVIN-Board-ATmega328P-Micro-Controller-Arduino/dp/B07G99NNXL/ref=sr_1_767?dchild=1&qid=1612855671&s=pc&sr=1-767	$13.99	4.6 out of 5 stars	1,069
Blackmagic Design DeckLink Duo 2 4ch SDI Playback and Capture Card BMD-BDLKDUO2	/Blackmagic-Design-DeckLink-Playback-BMD-BDLKDUO2/dp/B01EKGTZ8C/ref=sr_1_768?dchild=1&qid=1612855671&s=pc&sr=1-768	$495.00	4.6 out of 5 stars	93
Pioneer BDR-XD07UHD 4K Blu-Ray Portable Burner & DVD Player - 6X Slim External BDXL, BD, DVD & CD Drive for Windows & Mac w/ 3.0 USB, CD Player, Write & Read on Laptop or Desktop w/Carry Case (Black)	/Pioneer-BDR-XD07UHD-Blu-Ray-Player-Burner/dp/B0849YZYDX/ref=sr_1_769?dchild=1&qid=1612855671&s=pc&sr=1-769		4.4 out of 5 stars	99
Seagate Barracuda Fast SSD 1TB External Solid State Drive Portable – USB-C USB 3.0 for PC, Mac, Xbox & PS4-3-Year Rescue Service (STJM1000400)	/Seagate-Barracuda-External-Solid-Portable/dp/B083FDSS8T/ref=sr_1_770?dchild=1&qid=1612855671&s=pc&sr=1-770	$185.00	4.8 out of 5 stars	1,412
Corsair Vengeance LPX 32GB (2X16GB) DDR4 3200 (PC4-25600) C16 1.35V Desktop Memory - Black	/Corsair-Vengeance-PC4-25600-Desktop-Memory/dp/B07RW6Z692/ref=sr_1_771?dchild=1&qid=1612855671&s=pc&sr=1-771		4.8 out of 5 stars	361
DIGITNOW USB Audio Capture Card Grabber for Vinyl Cassette Tapes to Digital MP3 Converter, Support Mac & Windows 10/8.1/8 / 7 / Vista/XP	/DIGITNOW-Capture-Grabber-Cassette-Converter/dp/B079CBGDST/ref=sr_1_772?dchild=1&qid=1612855671&s=pc&sr=1-772		4.2 out of 5 stars	898
"Corsair Hydro X Series Xf Compression 10/13mm (3/8""/ 1/2"") ID/OD Fittings Four Pack, Black, Model Number: CX-9051002-WW"	/Corsair-Hydro-Compression-13mm-Fittings/dp/B07W95G5KQ/ref=sr_1_771?dchild=1&qid=1612855674&s=pc&sr=1-771	$26.99	4.8 out of 5 stars	255
QTEATAK 300Pcs Laptop Notebook Computer Replacement Screws Kit for Lenovo Toshiba Gateway Samsung HP IBM Dell Sony Acer Asus SSD Hard Disk SATA	/QTEATAK-300Pcs-Notebook-Computer-Replacement-Toshiba/dp/B07LC74BC3/ref=sr_1_772?dchild=1&qid=1612855674&s=pc&sr=1-772	$6.99	4.6 out of 5 stars	1,512
CORSAIR RMX Series, RM850x, 850 Watt, 80+ Gold Certified, Fully Modular Power Supply	/CORSAIR-RM850x-Certified-Modular-Supply/dp/B015YEI8JG/ref=sr_1_773?dchild=1&qid=1612855674&s=pc&sr=1-773	$207.11	4.7 out of 5 stars	362
"AC Infinity AIRCOM T10, Quiet Cooling Blower Fan System 17"" Front-Exhaust, for Receivers, Amps, DVR, AV Cabinet Components"	/AC-Infinity-Front-Exhaust-Receivers-Components/dp/B078PQJSRY/ref=sr_1_774?dchild=1&qid=1612855674&s=pc&sr=1-774	$119.00	4.8 out of 5 stars	970
"Thermaltake V-Tubler PETG Tube 16mm (5/8"") OD 1000mm 4-pack"	/Thermaltake-Pacific-Lengths-V-Tubler-CL-W116-PL16TR/dp/B01CVOLDTO/ref=sr_1_775?dchild=1&qid=1612855674&s=pc&sr=1-775	$25.50 $29.99	4.7 out of 5 stars	494
TEAMGROUP T-Force Dark Za (Alpha) 32GB Kit (2x16GB) DDR4 Dram 3600MHz (PC4-28800) CL18 Desktop Memory Module for AMD Ryzen - TDZAD432G3600HC18JDC01	/TEAMGROUP-T-Force-3600MHz-PC4-28800-288-Pin/dp/B07Z4NTYDM/ref=sr_1_776?dchild=1&qid=1612855674&s=pc&sr=1-776	$156.99	4.7 out of 5 stars	1,073
G.SKILL Trident Z Neo (for AMD Ryzen) Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM 3600mhZ Desktop F4-3600C18D-16GTZN	/G-SKILL-Trident-288-Pin-3600mhZ-F4-3600C18D-16GTZN/dp/B07WGQZTKB/ref=sr_1_777?dchild=1&qid=1612855674&s=pc&sr=1-777	$109.99	4.8 out of 5 stars	736
Samsung 8GB DDR4 PC4-21300, 2666MHZ, 288 PIN DIMM, 1.2V, CL 19 desktop ram memory module	/Samsung-PC4-21300-2666MHZ-desktop-memory/dp/B07F72RJYN/ref=sr_1_778?dchild=1&qid=1612855674&s=pc&sr=1-778	$44.99	4.7 out of 5 stars	568
Segotep 600W 80 Plus Gold Certified PSU Continuous Power with 120mm Ultra Quiet Cooling Fan, ATX 12V / EPS 12V Fixed Cable Black Power Supply	/Segotep-Gaming-Supply-Certified-Non-Modular/dp/B0832KN3RV/ref=sr_1_779?dchild=1&qid=1612855674&s=pc&sr=1-779	$51.99	4.6 out of 5 stars	105
AC Infinity MULTIFAN S3, Quiet 120mm USB Fan, UL-Certified for Receiver DVR Playstation Xbox Computer Cabinet Cooling	/AC-Infinity-MULTIFAN-Receiver-Playstation/dp/B00G05A2MU/ref=sr_1_780?dchild=1&qid=1612855674&s=pc&sr=1-780	$12.99	4.7 out of 5 stars	3,114
AMD Ryzen Threadripper 3990X 64-Core, 128-Thread Unlocked Desktop Processor, without cooler	/AMD-Ryzen-Threadripper-3990X-128-Thread/dp/B0815SBQ9W/ref=sr_1_781?dchild=1&qid=1612855674&s=pc&sr=1-781	$4,217.84$4,217.84	4.5 out of 5 stars	40
ASRock B550 Phantom Gaming 4 AC Supports 3rd Gen AMD AM4 Ryzen/Future AMD Ryzen Processors Motherboard	/ASRock-B550-AC-Processors-Motherboard/dp/B089VZFWHB/ref=sr_1_782?dchild=1&qid=1612855674&s=pc&sr=1-782	$124.99	4.6 out of 5 stars	208
LINKUP - Ultra PCIe 4.0 X16 Riser Cable [RTX3090 x570 B550 RX6900XT Tested] Shielded High-Speed Vertical Mount Gaming PCI Express Gen4 2021┃Universal 90 Degree Socket {20cm} 3.0 Gen3 Compatible	/LINKUP-RX6900XT-High-Speed-2021%E2%94%83Universal-Compatible/dp/B08NMNFZB6/ref=sr_1_785?dchild=1&qid=1612855674&s=pc&sr=1-785	$62.96	4.4 out of 5 stars	211
EDUP PCIe WiFi 6 Network Card Bluetooth 5.1 Heat Sink Dual Band AX 3000Mbps AX200 802.11AX Wi-Fi Device for Desktop PC with OS Windows 10 64bit	/EDUP-Bluetooth-3000Mbps-802-11AX-Wireless/dp/B082F5D4SM/ref=sr_1_786?dchild=1&qid=1612855674&s=pc&sr=1-786	$29.99 $32.99	4.5 out of 5 stars	1,040
HP 61 | 2 Ink Cartridges | Tri-color | CH562WN	/HP-CZ074FN-140-Tri-color-Cartridges/dp/B005585M14/ref=sr_1_787?dchild=1&qid=1612855674&s=pc&sr=1-787	$55.35	4.7 out of 5 stars	1,219
Raspberry Pi 4 Case, iUniker Raspberry Pi 4 Fan ABS Case with Cooling Fan, Raspberry Pi 4 Heatsink, Simple Removable Top Cover for Pi 4 Model B/ 4B	/iUniker-Raspberry-Aluminium-Heatsink-Supply/dp/B07D3S4KBK/ref=sr_1_788?dchild=1&qid=1612855674&s=pc&sr=1-788	$10.99	4.8 out of 5 stars	536
Thermaltake S100 Tempered Glass Snow Edition Micro-ATX Mini-Tower Computer Case with 120mm Rear Fan Pre-Installed CA-1Q9-00S6WN-00, White	/Thermaltake-Micro-ATX-Mini-Tower-Pre-Installed-CA-1Q9-00S6WN-00/dp/B087CDVBZD/ref=sr_1_789?dchild=1&qid=1612855674&s=pc&sr=1-789	$65.99	4.6 out of 5 stars	1,451
Thermal Grizzly Kryonaut Thermal Grease Paste - 11.1 Grams	/Thermal-Grizzly-Kryonaut-Performance-Grease/dp/B00ZJS8Q6S/ref=sr_1_790?dchild=1&qid=1612855674&s=pc&sr=1-790	$29.90	4.8 out of 5 stars	1,285
VisionTek Radeon 7750 2GB GDDR5 6 4k Monitor Graphics Card, 6 Mini DisplayPorts, AMD Eyefinity 2.0, PCI Express 3.0 Video Card, 7.1 Surround Sound (900614)	/VisionTek-Radeon-7750-GDDR5-MiniDP/dp/B00C7EPSVS/ref=sr_1_791?dchild=1&qid=1612855674&s=pc&sr=1-791	$206.20 $249.99	4.1 out of 5 stars	197
Capture Card, 4K HDMI Game Video Capture Card with USB 2.0 & Microphone HDMI Loop-Out Live Streaming Gaming Recorder for Nintendo Switch/3DS, PS4, Xbox One, Camera, PC	/Microphone-Loop-Out-Streaming-Recorder-Nintendo/dp/B08P4SH2NQ/ref=sr_1_792?dchild=1&qid=1612855674&s=pc&sr=1-792	$39.99	3.8 out of 5 stars	37
XFX Speedster MERC319 Radeon RX 6800XT Black 16GB GDDR6 HDMI DisplayPort USB-C PCIe 4.0 Gaming Graphics Card RX-68XTACBD9	/XFX-Speedster-DisplayPort-Graphics-RX-68XTACBD9/dp/B08NX14LV1/ref=sr_1_793?dchild=1&qid=1612855674&s=pc&sr=1-793		4.3 out of 5 stars	7
Lian Li Mid-Tower Chassis ATX Computer Case PC Gaming Case w/Tempered Glass Side Panel, Magnetic Dust Filter,Water-Cooling Ready, Side Ventilation and 2x120mm Fan Pre-Installed (LANCOOL 205, White)	/Lian-Water-Cooling-Pre-Installed-LANCOOL-205/dp/B085DPLBM6/ref=sr_1_794?dchild=1&qid=1612855674&s=pc&sr=1-794	$81.99	4.7 out of 5 stars	1,462
Sound Blaster Z PCIe Gaming Sound Card with High Performance Headphone Amp and Beam Forming Microphone	/Blaster-Performance-Headphone-Forming-Microphone/dp/B009ISU33E/ref=sr_1_795?dchild=1&qid=1612855674&s=pc&sr=1-795	$92.99 $119.99	4.3 out of 5 stars	1,679
Gigabyte GeForce GTX 1650 D6 WINDFORCE OC 4G (rev. 2.0) Graphics Card, 172mm Compact Size, 4GB 128-Bit GDDR6, GV-N1656WF2OC-4GD REV2.0 Video Card	/Gigabyte-GeForce-WINDFORCE-Graphics-GV-N1656WF2OC-4GD/dp/B08DTMZF4Z/ref=sr_1_796?dchild=1&qid=1612855674&s=pc&sr=1-796	$349.99	4.5 out of 5 stars	124
Noctua NF-P12 redux-1300, Quiet Fan, 3-Pin, 1300 RPM (120mm, Grey)	/Noctua-redux-1300-high-Performance-Award-Winning-Affordable/dp/B07C5L4QGN/ref=sr_1_795?dchild=1&qid=1612855678&s=pc&sr=1-795	$13.90	4.8 out of 5 stars	464
ADATA SE800 1TB IP68 Rugged - Up to 1000 MB/s- SuperSpeed USB 3.2 Gen 2 USB-C External Portable SSD Black (ASE800-1TU32G2-CBK)	/ADATA-SE800-IP68-Rugged-ASE800-1TU32G2-CBK/dp/B07V1H939C/ref=sr_1_796?dchild=1&qid=1612855678&s=pc&sr=1-796	$129.99	4.7 out of 5 stars	560
ASUS TUF Gaming B550-PLUS WiFi AMD AM4 Zen 3 Ryzen 5000 & 3rd Gen Ryzen ATX Gaming Motherboard (PCIe 4.0, WiFi 6, 2.5Gb LAN, BIOS Flashback, USB 3.2 Gen 2, Addressable Gen 2 RGB Header and Aura Sync)	/ASUS-TUF-B550-PLUS-Motherboard-Addressable/dp/B08F9LP42S/ref=sr_1_797?dchild=1&qid=1612855678&s=pc&sr=1-797	$178.33	4.4 out of 5 stars	49
Noctua NH-U9S chromax.Black, 92mm Single-Tower CPU Cooler (Black)	/Noctua-NH-U9S-chromax-Black-Single-Tower-Cooler/dp/B08HH6G48J/ref=sr_1_798?dchild=1&qid=1612855678&s=pc&sr=1-798	$64.90	4.9 out of 5 stars	137
ASUS TUF Gaming H470-PRO WiFi 6 LGA1200 (Intel 10th Gen) ATX Gaming Motherboard (WiFi 6, Intel 1Gb LAN, Front Panel TypeC Connector, Addressable Gen 2 RGB Header and Aura Sync)	/ASUS-TUF-H470-PRO-Motherboard-Addressable/dp/B087L9WDMF/ref=sr_1_799?dchild=1&qid=1612855678&s=pc&sr=1-799		4.6 out of 5 stars	79
ASUS AMD Radeon RX 5500XT Overclocked O8G GDDR6 Dual Fan EVO Edition HDMI DisplayPort Gaming Graphics Card (DUAL-RX5500XT-O8G-EVO)	/ASUS-Overclocked-DisplayPort-Graphics-DUAL-RX5500XT-O8G-EVO/dp/B082G4J2WG/ref=sr_1_800?dchild=1&qid=1612855678&s=pc&sr=1-800		4.6 out of 5 stars	365
Blackmagic Design UltraStudio Recorder 3G Capture Device	/Blackmagic-Design-UltraStudio-Recorder-Capture/dp/B08D6QTVH3/ref=sr_1_801?dchild=1&qid=1612855678&s=pc&sr=1-801	$115.00	4.3 out of 5 stars	70
Silicon Power XPOWER Turbine Gaming DDR4 16GB (8GBx2) 3200MHz (PC4 25600) 288-pin C16 1.35V UDIMM Desktop Memory Module RAM - Low Voltage (SP016GXLZU320BDA)	/Silicon-Power-Turbine-3200MHz-288-pin/dp/B07NKYM62D/ref=sr_1_802?dchild=1&qid=1612855678&s=pc&sr=1-802	$75.97	4.7 out of 5 stars	444
RAVPower Portable External SSD Pro, 1TB Hard Drive with 540MB/S Data Transfer, NAND Flash, USB 3.1 Gen 2 Interface, ATA Lock, Mini USB C Solid State Drive	/RAVPower-Portable-External-Pro-Interface/dp/B086S5KJB1/ref=sr_1_803?dchild=1&qid=1612855678&s=pc&sr=1-803	$149.99	4.6 out of 5 stars	755
VikTck USB-C Superdrive External DVD/CD Reader and DVD/CD Burner for Apple-MacBook Air/Pro/iMac/Mini/MacBook Pro/ASUS/ASUS/DELL Latitude with USB-C Port Plug and Play(Silver)	/VikTck-Superdrive-External-Apple-MacBook-Latitude/dp/B077PLWFH5/ref=sr_1_804?dchild=1&qid=1612855678&s=pc&sr=1-804	$39.99	4.1 out of 5 stars	375
Audio Video Capture Card with Loop Out, 4K HDMI Game Capture USB 3.0 Record Capture Card Device via DSLR Camcorder Cam Computer for Live Streaming Broadcasting, Video Conference, Teaching, Gaming	/Camcorder-Computer-Streaming-Broadcasting-Conference/dp/B08R78Z75H/ref=sr_1_805?dchild=1&qid=1612855678&s=pc&sr=1-805		3.7 out of 5 stars	7
EVGA Supernova 1600 T2 80+ Titanium, 1600W ECO Mode Fully Modular NVIDIA SLI and Crossfire Ready 10 Year Warranty Power Supply 220-T2-1600-X1	/EVGA-Supernova-Titanium-Crossfire-220-T2-1600-X1/dp/B00R33ZBQU/ref=sr_1_806?dchild=1&qid=1612855678&s=pc&sr=1-806	$739.98	4.8 out of 5 stars	424
Sapphire 11305-02-20G Pulse AMD Radeon RX 6800 PCIe 4.0 Gaming Graphics Card with 16GB GDDR6	/Sapphire-11305-02-20G-Radeon-Gaming-Graphics/dp/B08NXYBVDB/ref=sr_1_809?dchild=1&qid=1612855678&s=pc&sr=1-809	$1,356.00$1,356.00	3.6 out of 5 stars	3
GIGABYTE Z390 DESIGNARE Gigabyte (Intel LGA1151/Z390/ATX/2xM.2/Thunderbolt 3/Onboard AC Wifi/12+1 Phases Digital Vrm/Motherboard)	/Z390-DESIGNARE-Gigabyte-Thunderbolt-Motherboard/dp/B07K8RJZRG/ref=sr_1_810?dchild=1&qid=1612855678&s=pc&sr=1-810	$269.99	4.5 out of 5 stars	370
MSI MAG B550M Bazooka Gaming Motherboard (AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 1, HDMI/DP, Micro-ATX)	/MSI-MAG-B550M-Motherboard-Micro-ATX/dp/B089D666KF/ref=sr_1_811?dchild=1&qid=1612855678&s=pc&sr=1-811	$129.99	4.4 out of 5 stars	153
ASRock B550 PRO4 Supports 3rd Gen AMD AM4 Ryzen/Future AMD Ryzen Processors Motherboard	/ASRock-B550-PRO4-Processors-Motherboard/dp/B089W2ZTHF/ref=sr_1_812?dchild=1&qid=1612855678&s=pc&sr=1-812	$129.99	4.6 out of 5 stars	178
Sabrent 2-Port USB Type-C KVM Switch with 60 Watt Power Delivery Option (USB-KCPD)	/Sabrent-2-Port-Type-C-Delivery-USB-KCPD/dp/B07Y2HKN37/ref=sr_1_813?dchild=1&qid=1612855678&s=pc&sr=1-813	$99.98	4.2 out of 5 stars	188
CORSAIR VENGEANCE RGB PRO Light Enhancement Kit (memory not included) – Black	/CORSAIR-VENGEANCE-Enhancement-memory-included/dp/B07L2QSY96/ref=sr_1_814?dchild=1&qid=1612855678&s=pc&sr=1-814	$39.99	4.8 out of 5 stars	1,991
G.Skill 16GB 2666MHz DDR4 SO-DIMM Laptop Memory Upgrade Kit (CL19) 1.20V PC4-21300 Ripjaws 2x8GB	/G-Skill-2666MHz-SO-DIMM-Upgrade-PC4-21300/dp/B07MBP5NBT/ref=sr_1_815?dchild=1&qid=1612855678&s=pc&sr=1-815		4.7 out of 5 stars	280
Roxio Easy VHS to DVD for Mac | VHS, Hi8, V8 Video to DVD or Digital Converter [Mac Disc]	/Roxio-Easy-Burning-Video-Capture/dp/B00266PHEK/ref=sr_1_816?dchild=1&qid=1612855678&s=pc&sr=1-816	$49.99 $79.95	4.0 out of 5 stars	788
G.Skill 16GB (2 x 8GB) Ripjaws V Series DDR4 PC4-25600 3200MHz Intel Z170 Platform Desktop Memory F4-3200C16D-16GVRB	/G-SKILL-Ripjaws-PC4-25600-Platform-F4-3200C16D-16GVRB/dp/B017RKV4N2/ref=sr_1_817?dchild=1&qid=1612855678&s=pc&sr=1-817		4.8 out of 5 stars	848
Thermaltake TR2 600W ATX 12 V2.3 Power Supply TR-600CUS	/Thermaltake-600W-Power-Supply-TR-600CUS/dp/B0058FAYQ2/ref=sr_1_818?dchild=1&qid=1612855678&s=pc&sr=1-818	$51.62 $59.99	4.6 out of 5 stars	1,198
"Western Digital 1TB 2.5"" Playstation 4 Hard Drive (PS4)"	/Western-Digital-Playstation-Hard-Drive/dp/B00TIYE4ZQ/ref=sr_1_819?dchild=1&qid=1612855678&s=pc&sr=1-819	$55.99	4.7 out of 5 stars	1,555
Corsair CMY32GX3M4A1600C9 Vengeance Pro 32GB (4x8GB) DDR3 1600 MHz (PC3 12800) Desktop 1.5V, Black	/Corsair-CMY32GX3M4A1600C9-Vengeance-4x8GB-Desktop/dp/B00D6E5JMQ/ref=sr_1_820?dchild=1&qid=1612855678&s=pc&sr=1-820	$157.99	4.7 out of 5 stars	352
Inland Premium 1TB SSD 3D NAND M.2 2280 PCIe NVMe 3.0 x4 Internal Solid State Drive, Read/Write Speed up to 3100MB/s and 2800MB/s	/Inland-Premium-M-2-2280-Internal/dp/B07RCM6DXK/ref=sr_1_819?dchild=1&qid=1612855681&s=pc&sr=1-819	$115.99	4.8 out of 5 stars	1,511
